"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"1354","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1355","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1356","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1357","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1358","Not too happy","VERY HAPPY","Excellent","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1359","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1360","Not too happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1361","Very happy","VERY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1362","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1363","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1364","Not too happy","VERY HAPPY","Fair","Better","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1365","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1366","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1367","Not too happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1368","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1369","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1370","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1371","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1372","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1373","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1374","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1375","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1376","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1377","Very happy","VERY HAPPY","Poor","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"1378","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1379","Pretty happy","NOT TOO HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1380","Not too happy","NOT TOO HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1381","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"1382","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"1383","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1384","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1385","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1386","Not too happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1387","Not too happy","PRETTY HAPPY","Poor","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1388","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1389","Pretty happy","PRETTY HAPPY","Poor","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1390","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1391","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1392","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1393","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1394","Pretty happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1395","Not too happy","NOT TOO HAPPY","Fair","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1396","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1397","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1398","Pretty happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1399","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1400","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1401","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1402","Not too happy","NOT TOO HAPPY","Fair","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1403","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1404","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1405","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"1406","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1407","Not too happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1408","Pretty happy","PRETTY HAPPY","Excellent","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"1409","Not too happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1410","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"1411","Not too happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1412","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1413","Not too happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1414","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1415","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1416","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1417","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1418","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1419","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1420","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1421","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1422","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1423","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$5 000 TO 5 999","0 to 9 999"
"1424","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1425","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1426","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1427","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1428","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1429","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1430","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1431","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1432","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1433","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1434","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1435","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","UNDER $1 000","0 to 9 999"
"1436","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"1437","Very happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1438","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1439","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1440","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1441","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","UNDER $1 000","0 to 9 999"
"1442","Not too happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1443","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1444","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1445","Not too happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"1446","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1447","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1448","Very happy","VERY HAPPY","Good","Better","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"1449","Not too happy","VERY HAPPY","Good","Worse","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1450","Not too happy","VERY HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1451","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1452","Not too happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1453","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1454","Pretty happy","PRETTY HAPPY","Excellent","Better","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1455","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1456","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1457","Very happy","VERY HAPPY","Good","Worse","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"1458","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1459","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1460","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1461","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1462","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1463","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1464","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1465","Very happy","VERY HAPPY","Good","Worse","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1466","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1467","Very happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1468","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1469","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1470","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1471","Very happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"1472","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1473","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1474","Pretty happy","VERY HAPPY","Good","Better","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"1475","Not too happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1476","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1477","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1478","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1479","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1480","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"1481","Pretty happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$150000 TO $169999","90 000 to 170 000"
"1482","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1483","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1484","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1485","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1486","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1487","Not too happy","VERY HAPPY","Poor","Worse","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"1488","Pretty happy","VERY HAPPY","Fair","Better","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1489","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1490","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1491","Not too happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1492","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1493","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1494","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$25000 TO 29999","20 000 to 39 999"
"1495","Very happy","VERY HAPPY","Poor","Better","Not satisfied at all","$7 000 TO 7 999","0 to 9 999"
"1496","Very happy","VERY HAPPY","Fair","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1497","Very happy","PRETTY HAPPY","Excellent","Worse","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1498","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"1499","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1500","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1501","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1502","Pretty happy","VERY HAPPY","Good","Worse","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1503","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1504","Not too happy","NOT TOO HAPPY","Good","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1505","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1506","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1507","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1508","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1509","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1510","Not too happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1511","Not too happy","NOT TOO HAPPY","Fair","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"1512","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1513","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1514","Not too happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"1515","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1516","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1517","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1518","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1519","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1520","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1521","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1522","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1523","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1524","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1525","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1526","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1527","Very happy","VERY HAPPY","Excellent","Better","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"1528","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1529","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1530","Not too happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1531","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1532","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1533","Very happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1534","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1535","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1536","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1537","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1538","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1539","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1540","Pretty happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"1541","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1542","Not too happy","NOT TOO HAPPY","Good","Worse","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"1543","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1544","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1545","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1546","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1547","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1548","Not too happy","NOT TOO HAPPY","Good","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1549","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1550","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1551","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1552","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1553","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1554","Pretty happy","VERY HAPPY","Excellent","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1555","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1556","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1557","Pretty happy","NOT TOO HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1558","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1559","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1560","Not too happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1561","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1562","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1563","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1564","Pretty happy","VERY HAPPY","Good","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1565","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"1566","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1567","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1568","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1569","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1570","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1571","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1572","Very happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"1573","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1574","Pretty happy","NOT TOO HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1575","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1576","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1577","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1578","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1579","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1580","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1581","Not too happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1582","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1583","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1584","Very happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1585","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1586","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1587","Not too happy","NOT TOO HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1588","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1589","Not too happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1590","Pretty happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1591","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"1592","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
