"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"1041","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"1042","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1043","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"1044","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1045","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1046","Very happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1047","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$15000 TO 17499","10 000 to 19 999"
"1048","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1049","Not too happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1050","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1051","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1052","Very happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1053","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1054","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1055","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1056","Pretty happy",".i:  Inapplicable","Excellent","Better","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1057","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"1058","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1059","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1060","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1061","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1062","Not too happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1063","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"1064","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1065","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1066","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1067","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"1068","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1069","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1070","Pretty happy","NOT TOO HAPPY","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1071","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1072","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1073","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$25000 TO 29999","20 000 to 39 999"
"1074","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"1075","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1076","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1077","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1078","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1079","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1080","Pretty happy","VERY HAPPY","Excellent","Worse","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1081","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","UNDER $1 000","0 to 9 999"
"1082","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"1083","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1084","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1085","Not too happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1086","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1087","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1088","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1089","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1090","Not too happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1091","Very happy","VERY HAPPY","Excellent","Better","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1092","Very happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"1093","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"1094","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"1095","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1096","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$8 000 TO 9 999","0 to 9 999"
"1097","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1098","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1099","Pretty happy","VERY HAPPY","Good","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1100","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1101","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1102","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"1103","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"1104","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1105","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1106","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1107","Not too happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1108","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1109","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"1110","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"1111","Not too happy","PRETTY HAPPY","Fair","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1112","Pretty happy",".i:  Inapplicable","Fair","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1113","Very happy","VERY HAPPY","Excellent","Worse","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"1114","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1115","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$10000 TO 12499","10 000 to 19 999"
"1116","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"1117","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"1118","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"1119","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1120","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"1121","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$7 000 TO 7 999","0 to 9 999"
"1122","Very happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1123","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1124","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1125","Not too happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1126","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1127","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1128","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"1129","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1130","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1131","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"1132","Not too happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1133","Pretty happy","VERY HAPPY","Good","Worse","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1134","Very happy",".i:  Inapplicable","Excellent","Worse","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"1135","Pretty happy","NOT TOO HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1136","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1137","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"1138","Not too happy",".i:  Inapplicable","Poor","Stayed same","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"1139","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","UNDER $1 000","0 to 9 999"
"1140","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1141","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1142","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1143","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1144","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1145","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1146","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1147","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1148","Pretty happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"1149","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1150","Pretty happy","PRETTY HAPPY","Good","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1151","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1152","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1153","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"1154","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1155","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1156","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1157","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1158","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1159","Not too happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1160","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"1161","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"1162","Not too happy","NOT TOO HAPPY","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1163","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"1164","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1165","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1166","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1167","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1168","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1169","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"1170","Pretty happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1171","Pretty happy",".i:  Inapplicable","Good","Worse","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"1172","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1173","Not too happy","VERY HAPPY","Poor","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1174","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1175","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"1176","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"1177","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1178","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1179","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1180","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1181","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1182","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"1183","Pretty happy",".i:  Inapplicable","Excellent","Better","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1184","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1185","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1186","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"1187","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1188","Pretty happy","VERY HAPPY","Excellent","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1189","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"1190","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1191","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1192","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$7 000 TO 7 999","0 to 9 999"
"1193","Pretty happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1194","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1195","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1196","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1197","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1198","Not too happy","NOT TOO HAPPY","Good","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"1199","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1200","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1201","Not too happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1202","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"1203","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1204","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1205","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"1206","Very happy","VERY HAPPY","Fair","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"1207","Not too happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1208","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1209","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$1 000 TO 2 999","0 to 9 999"
"1210","Very happy",".i:  Inapplicable","Excellent","Better","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1211","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$5 000 TO 5 999","0 to 9 999"
"1212","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1213","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"1214","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"1215","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1216","Not too happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"1217","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1218","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1219","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1220","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1221","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1222","Very happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1223","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1224","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1225","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$5 000 TO 5 999","0 to 9 999"
"1226","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"1227","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1228","Pretty happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1229","Pretty happy",".i:  Inapplicable","Poor","Stayed same","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"1230","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$4 000 TO 4 999","0 to 9 999"
"1231","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1232","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"1233","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"1234","Not too happy",".i:  Inapplicable","Poor","Stayed same","Not satisfied at all","$6 000 TO 6 999","0 to 9 999"
"1235","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"1236","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1237","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"1238","Very happy","VERY HAPPY","Excellent","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1239","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"1240","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1241","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1242","Not too happy","VERY HAPPY","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"1243","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"1244","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"1245","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1246","Very happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"1247","Very happy","PRETTY HAPPY","Good","Better","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"1248","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1249","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1250","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1251","Pretty happy","VERY HAPPY","Poor","Worse","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"1252","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"1253","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1254","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1255","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"1256","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1257","Not too happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"1258","Very happy","VERY HAPPY","Fair","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1259","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1260","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"1261","Pretty happy","VERY HAPPY","Fair","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"1262","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"1263","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"1264","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"1265","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"1266","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1267","Not too happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"1268","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"1269","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"1270","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1271","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"1272","Pretty happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$4 000 TO 4 999","0 to 9 999"
"1273","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"1274","Not too happy",".i:  Inapplicable","Poor","Worse","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"1275","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"1276","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"1277","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"1278","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
