"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"2760","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2761","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2762","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2763","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2764","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2765","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2766","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2767","Not too happy",".i:  Inapplicable","Excellent","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2768","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2769","Not too happy",".i:  Inapplicable","Poor","Worse","More or less satisfied","$7 000 TO 7 999","0 to 9 999"
"2770","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2771","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2772","Very happy","VERY HAPPY","Poor","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"2773","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2774","Pretty happy","NOT TOO HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2775","Not too happy","NOT TOO HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2776","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2777","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2778","Not too happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","UNDER $1 000","0 to 9 999"
"2779","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"2780","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2781","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2782","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2783","Not too happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2784","Not too happy","PRETTY HAPPY","Poor","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"2785","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"2786","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2787","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2788","Pretty happy","PRETTY HAPPY","Poor","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2789","Not too happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2790","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2791","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$6 000 TO 6 999","0 to 9 999"
"2792","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2793","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2794","Very happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2795","Very happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2796","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2797","Pretty happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2798","Not too happy","NOT TOO HAPPY","Fair","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2799","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2800","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2801","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"2802","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2803","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2804","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2805","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2806","Pretty happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2807","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2808","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2809","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"2810","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2811","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2812","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"2813","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2814","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2815","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2816","Not too happy","NOT TOO HAPPY","Fair","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"2817","Not too happy",".i:  Inapplicable","Poor","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2818","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2819","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"2820","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2821","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"2822","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2823","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2824","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"2825","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2826","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2827","Not too happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2828","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$3 000 TO 3 999","0 to 9 999"
"2829","Pretty happy","PRETTY HAPPY","Excellent","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"2830","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2831","Not too happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2832","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","UNDER $1 000","0 to 9 999"
"2833","Very happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","UNDER $1 000","0 to 9 999"
"2834","Not too happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2835","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"2836","Not too happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2837","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2838","Not too happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2839","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2840","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2841","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"2842","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2843","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2844","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2845","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2846","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2847","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","UNDER $1 000","0 to 9 999"
"2848","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2849","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2850","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2851","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2852","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2853","Very happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2854","Not too happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2855","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$17500 TO 19999","10 000 to 19 999"
"2856","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2857","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"2858","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2859","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"2860","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2861","Not too happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"2862","Not too happy",".i:  Inapplicable","Poor","Stayed same","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"2863","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2864","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2865","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2866","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$5 000 TO 5 999","0 to 9 999"
"2867","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2868","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2869","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"2870","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2871","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2872","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2873","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2874","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2875","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2876","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2877","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"2878","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"2879","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2880","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2881","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2882","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"2883","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"2884","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"2885","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","UNDER $1 000","0 to 9 999"
"2886","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"2887","Very happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2888","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2889","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"2890","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2891","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","UNDER $1 000","0 to 9 999"
"2892","Not too happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"2893","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2894","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2895","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2896","Not too happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2897","Not too happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2898","Very happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2899","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2900","Not too happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"2901","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"2902","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2903","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"2904","Very happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"2905","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2906","Very happy","VERY HAPPY","Good","Better","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"2907","Very happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"2908","Not too happy","VERY HAPPY","Good","Worse","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2909","Not too happy","VERY HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2910","Pretty happy",".i:  Inapplicable","Excellent","Better","Not satisfied at all","$1 000 TO 2 999","0 to 9 999"
"2911","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2912","Not too happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2913","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2914","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"2915","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2916","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"2917","Pretty happy","PRETTY HAPPY","Excellent","Better","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"2918","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"2919","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","UNDER $1 000","0 to 9 999"
"2920","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2921","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2922","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"2923","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2924","Very happy","VERY HAPPY","Good","Worse","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"2925","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"2926","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2927","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2928","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2929","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2930","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2931","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2932","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"2933","Very happy","VERY HAPPY","Good","Worse","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2934","Very happy",".i:  Inapplicable","Good","Better","Not satisfied at all","UNDER $1 000","0 to 9 999"
"2935","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2936","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2937","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2938","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"2939","Not too happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2940","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2941","Very happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2942","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2943","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2944","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"2945","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2946","Very happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"2947","Very happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2948","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2949","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2950","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2951","Pretty happy","VERY HAPPY","Good","Better","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"2952","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2953","Not too happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2954","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2955","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2956","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$15000 TO 17499","10 000 to 19 999"
"2957","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2958","Very happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2959","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2960","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2961","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2962","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2963","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","UNDER $1 000","0 to 9 999"
"2964","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"2965","Pretty happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$150000 TO $169999","90 000 to 170 000"
"2966","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$6 000 TO 6 999","0 to 9 999"
"2967","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2968","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2969","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2970","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"2971","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2972","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2973","Very happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$12500 TO 14999","10 000 to 19 999"
"2974","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2975","Pretty happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2976","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$25000 TO 29999","20 000 to 39 999"
"2977","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$1 000 TO 2 999","0 to 9 999"
"2978","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2979","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2980","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2981","Not too happy","VERY HAPPY","Poor","Worse","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2982","Pretty happy","VERY HAPPY","Fair","Better","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2983","Pretty happy",".i:  Inapplicable","Good","Worse","Pretty well satisfied","$15000 TO 17499","10 000 to 19 999"
"2984","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"2985","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2986","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"2987","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2988","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"2989","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2990","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2991","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2992","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2993","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$22500 TO 24999","20 000 to 39 999"
"2994","Not too happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"2995","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2996","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2997","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
