"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"2531","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2532","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2533","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2534","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2535","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"2536","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2537","Very happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2538","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"2539","Very happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","UNDER $1 000","0 to 9 999"
"2540","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2541","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$15000 TO 17499","10 000 to 19 999"
"2542","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"2543","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2544","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2545","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2546","Not too happy",".i:  Inapplicable","Poor","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2547","Not too happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"2548","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"2549","Not too happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2550","Pretty happy",".i:  Inapplicable","Fair","Better","Not satisfied at all","$5 000 TO 5 999","0 to 9 999"
"2551","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2552","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2553","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2554","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"2555","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2556","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2557","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2558","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2559","Very happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","UNDER $1 000","0 to 9 999"
"2560","Very happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2561","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"2562","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2563","Not too happy",".i:  Inapplicable","Excellent","Worse","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"2564","Pretty happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2565","Very happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2566","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2567","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2568","Very happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"2569","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"2570","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"2571","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2572","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2573","Pretty happy","PRETTY HAPPY","Fair","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2574","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2575","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2576","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2577","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"2578","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2579","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2580","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2581","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2582","Not too happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2583","Pretty happy","NOT TOO HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2584","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2585","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2586","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2587","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$25000 TO 29999","20 000 to 39 999"
"2588","Very happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2589","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"2590","Not too happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"2591","Not too happy","NOT TOO HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2592","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2593","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2594","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2595","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2596","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"2597","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2598","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"2599","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"2600","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2601","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2602","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2603","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2604","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2605","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"2606","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2607","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"2608","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2609","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2610","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"2611","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2612","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2613","Not too happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2614","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"2615","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2616","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"2617","Pretty happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"2618","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$7 000 TO 7 999","0 to 9 999"
"2619","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2620","Not too happy","NOT TOO HAPPY","Good","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"2621","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2622","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$20000 TO 22499","20 000 to 39 999"
"2623","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2624","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2625","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2626","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2627","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2628","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2629","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$3 000 TO 3 999","0 to 9 999"
"2630","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$1 000 TO 2 999","0 to 9 999"
"2631","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2632","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2633","Pretty happy","PRETTY HAPPY","Excellent","Worse","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2634","Not too happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"2635","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2636","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2637","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2638","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"2639","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2640","Very happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2641","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"2642","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2643","Not too happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"2644","Very happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2645","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2646","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2647","Pretty happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2648","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"2649","Very happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"2650","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"2651","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2652","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"2653","Not too happy",".i:  Inapplicable","Fair","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2654","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2655","Pretty happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"2656","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2657","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2658","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2659","Not too happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2660","Not too happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2661","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2662","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"2663","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2664","Pretty happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2665",".s:  Skipped on Web","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2666","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2667","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2668","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2669","Very happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2670","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2671","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$12500 TO 14999","10 000 to 19 999"
"2672","Pretty happy",".i:  Inapplicable","Poor","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2673","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"2674","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"2675","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"2676","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2677","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2678","Pretty happy",".i:  Inapplicable","Poor","Stayed same","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"2679","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"2680","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"2681","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2682","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"2683","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2684","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"2685","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"2686","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2687","Not too happy","PRETTY HAPPY","Excellent","Worse","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"2688","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2689","Very happy",".i:  Inapplicable","Excellent","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"2690","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"2691","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2692","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2693","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2694","Not too happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2695","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2696","Pretty happy","PRETTY HAPPY","Poor","Worse","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2697","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2698","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2699","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$22500 TO 24999","20 000 to 39 999"
"2700","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2701","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2702","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2703","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"2704","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2705","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2706","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2707","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2708","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2709","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2710","Very happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$22500 TO 24999","20 000 to 39 999"
"2711","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2712","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"2713","Pretty happy","PRETTY HAPPY","Poor","Stayed same","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"2714","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2715","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2716","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2717","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"2718","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2719","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"2720","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$110000 TO $129999","90 000 to 170 000"
"2721","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2722","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2723","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2724","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2725","Not too happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2726","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2727","Not too happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2728","Not too happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2729","Very happy","VERY HAPPY","Excellent","Better","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"2730","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2731","Pretty happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2732","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2733","Pretty happy","PRETTY HAPPY","Good","Stayed same","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2734","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"2735","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2736","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2737","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2738","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2739","Pretty happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2740","Not too happy","VERY HAPPY","Excellent","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"2741","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2742","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2743","Not too happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"2744","Very happy","VERY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"2745","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"2746","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2747","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2748","Pretty happy","PRETTY HAPPY","Fair","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2749","Not too happy","VERY HAPPY","Fair","Better","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"2750","Very happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"2751","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"2752","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"2753","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"2754","Very happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2755","Not too happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2756","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"2757","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2758","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"2759","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"2760","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"2761","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$50000 TO 59999","40 000 to 89 999"
"2762","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"2763","Very happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"2764","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"2765","Not too happy",".i:  Inapplicable","Excellent","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"2766","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"2767","Not too happy",".i:  Inapplicable","Poor","Worse","More or less satisfied","$7 000 TO 7 999","0 to 9 999"
"2768","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
