"","happy","hapmar","health","finalter","satfin","income16","new_income_range"
"566","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","UNDER $1 000","0 to 9 999"
"567","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$20000 TO 22499","20 000 to 39 999"
"568","Very happy","VERY HAPPY","Excellent","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"569","Pretty happy","NOT TOO HAPPY","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"570","Not too happy","PRETTY HAPPY","Fair","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"571","Not too happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","UNDER $1 000","0 to 9 999"
"572","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"573","Pretty happy","PRETTY HAPPY","Fair","Worse","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"574","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"575","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$7 000 TO 7 999","0 to 9 999"
"576","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"577","Not too happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"578","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"579","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"580","Pretty happy","NOT TOO HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"581","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"582","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"583","Not too happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"584","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"585","Pretty happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"586","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"587","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"588","Not too happy","VERY HAPPY","Excellent","Worse","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"589","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"590","Not too happy",".i:  Inapplicable","Excellent","Worse","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"591","Not too happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"592","Not too happy",".i:  Inapplicable","Poor","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"593","Pretty happy","NOT TOO HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"594","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"595","Not too happy","NOT TOO HAPPY","Fair","Stayed same","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"596","Not too happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"597","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"598","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$22500 TO 24999","20 000 to 39 999"
"599","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"600","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"601","Very happy","VERY HAPPY","Good","Worse","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"602","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"603","Not too happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$12500 TO 14999","10 000 to 19 999"
"604","Very happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"605","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"606","Not too happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"607","Pretty happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"608","Pretty happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"609","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"610","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"611","Not too happy","NOT TOO HAPPY","Good","Worse","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"612","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"613","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"614","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"615","Pretty happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"616","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"617","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"618","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"619","Very happy",".i:  Inapplicable","Excellent","Better","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"620","Very happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"621","Not too happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"622","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$30000 TO 34999","20 000 to 39 999"
"623","Not too happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"624","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"625","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"626","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"627","Very happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"628","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"629","Pretty happy","VERY HAPPY","Good","Better","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"630","Not too happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"631","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$15000 TO 17499","10 000 to 19 999"
"632","Not too happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"633","Very happy","VERY HAPPY","Poor","Worse","More or less satisfied","$7 000 TO 7 999","0 to 9 999"
"634","Very happy",".i:  Inapplicable","Excellent","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"635","Not too happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$3 000 TO 3 999","0 to 9 999"
"636","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"637","Very happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"638","Very happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"639","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"640","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"641","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"642","Very happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"643","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"644","Very happy",".i:  Inapplicable","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"645","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"646","Not too happy","PRETTY HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"647","Not too happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"648","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"649","Not too happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"650","Pretty happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"651","Very happy","VERY HAPPY","Poor","Stayed same","More or less satisfied","$15000 TO 17499","10 000 to 19 999"
"652","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"653","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"654","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$7 000 TO 7 999","0 to 9 999"
"655","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"656","Not too happy","VERY HAPPY","Poor","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"657","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"658","Pretty happy","PRETTY HAPPY","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"659","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"660","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"661","Pretty happy",".i:  Inapplicable","Fair","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"662","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"663","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"664","Pretty happy","NOT TOO HAPPY","Good","Worse","Not satisfied at all","$25000 TO 29999","20 000 to 39 999"
"665","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"666","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"667","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"668","Pretty happy","VERY HAPPY","Good",".s:  Skipped on Web","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"669","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"670","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"671","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$7 000 TO 7 999","0 to 9 999"
"672","Very happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"673","Pretty happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"674","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"675","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"676","Pretty happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"677","Pretty happy","VERY HAPPY","Good","Better","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"678","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"679","Very happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"680","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"681","Not too happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"682","Not too happy","NOT TOO HAPPY","Good","Worse","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"683","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"684","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"685","Pretty happy",".i:  Inapplicable","Excellent",".s:  Skipped on Web","Pretty well satisfied","$3 000 TO 3 999","0 to 9 999"
"686","Pretty happy",".i:  Inapplicable","Fair","Better","More or less satisfied","UNDER $1 000","0 to 9 999"
"687","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$12500 TO 14999","10 000 to 19 999"
"688","Very happy",".i:  Inapplicable","Excellent","Stayed same","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"689","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$50000 TO 59999","40 000 to 89 999"
"690","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"691","Very happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"692","Pretty happy","PRETTY HAPPY","Fair","Better","Not satisfied at all","$22500 TO 24999","20 000 to 39 999"
"693","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"694","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Not satisfied at all","UNDER $1 000","0 to 9 999"
"695","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$25000 TO 29999","20 000 to 39 999"
"696","Not too happy",".i:  Inapplicable","Poor","Stayed same","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"697","Pretty happy","VERY HAPPY","Good","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"698","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"699","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"700","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"701","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"702","Pretty happy",".i:  Inapplicable","Good","Worse","Pretty well satisfied","$35000 TO 39999","20 000 to 39 999"
"703","Pretty happy","VERY HAPPY","Good","Worse","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"704","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"705","Not too happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"706","Pretty happy","PRETTY HAPPY","Good","Better","Not satisfied at all","$130000 TO $149999","90 000 to 170 000"
"707","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"708","Not too happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"709","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"710","Pretty happy",".i:  Inapplicable","Good","Better","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"711","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"712","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"713","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"714","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"715","Very happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"716","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"717","Pretty happy","VERY HAPPY","Excellent","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"718","Pretty happy","VERY HAPPY","Excellent","Stayed same","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"719","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"720","Pretty happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"721","Very happy","VERY HAPPY","Fair","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"722","Pretty happy","VERY HAPPY","Good","Better","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"723","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"724","Pretty happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"725","Pretty happy","PRETTY HAPPY","Good","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"726","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"727","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"728","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"729","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"730","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"731","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"732","Very happy","VERY HAPPY","Good","Worse","Not satisfied at all","$40000 TO 49999","40 000 to 89 999"
"733","Pretty happy","PRETTY HAPPY","Fair","Worse","Not satisfied at all","$4 000 TO 4 999","0 to 9 999"
"734","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"735","Not too happy",".i:  Inapplicable","Poor","Stayed same","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"736","Pretty happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"737","Pretty happy","VERY HAPPY","Good","Worse","Not satisfied at all","$5 000 TO 5 999","0 to 9 999"
"738","Pretty happy","PRETTY HAPPY","Fair","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"739","Not too happy",".i:  Inapplicable","Good","Worse","More or less satisfied","$150000 TO $169999","90 000 to 170 000"
"740","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"741","Pretty happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"742","Pretty happy","PRETTY HAPPY","Excellent","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"743","Not too happy",".i:  Inapplicable","Good","Better","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"744","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$40000 TO 49999","40 000 to 89 999"
"745","Pretty happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$60000 TO 74999","40 000 to 89 999"
"746","Not too happy",".i:  Inapplicable","Fair","Worse","More or less satisfied","$8 000 TO 9 999","0 to 9 999"
"747","Very happy","VERY HAPPY","Fair","Stayed same","More or less satisfied","UNDER $1 000","0 to 9 999"
"748","Very happy",".i:  Inapplicable","Good","Better","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"749","Pretty happy","PRETTY HAPPY","Excellent","Better","More or less satisfied","$30000 TO 34999","20 000 to 39 999"
"750","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"751","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"752","Very happy","VERY HAPPY","Good","Stayed same","Not satisfied at all","$35000 TO 39999","20 000 to 39 999"
"753","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
"754","Not too happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$40000 TO 49999","40 000 to 89 999"
"755","Not too happy","NOT TOO HAPPY","Fair","Stayed same","More or less satisfied","$17500 TO 19999","10 000 to 19 999"
"756","Pretty happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"757","Pretty happy","VERY HAPPY","Excellent","Better","More or less satisfied","$35000 TO 39999","20 000 to 39 999"
"758","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"759","Pretty happy","NOT TOO HAPPY","Excellent","Stayed same","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"760","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"761","Pretty happy","VERY HAPPY","Good","Stayed same","Pretty well satisfied","$150000 TO $169999","90 000 to 170 000"
"762","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"763","Pretty happy","VERY HAPPY","Fair","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"764","Pretty happy",".i:  Inapplicable","Excellent","Worse","More or less satisfied","$60000 TO 74999","40 000 to 89 999"
"765","Pretty happy","PRETTY HAPPY","Excellent","Worse","Not satisfied at all","$170000 OR OVER","90 000 to 170 000"
"766","Pretty happy",".i:  Inapplicable","Poor","Stayed same","More or less satisfied","$20000 TO 22499","20 000 to 39 999"
"767","Not too happy",".i:  Inapplicable","Excellent","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"768","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"769","Not too happy",".i:  Inapplicable","Good","Stayed same","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"770","Pretty happy","VERY HAPPY","Good","Better","More or less satisfied","$50000 TO 59999","40 000 to 89 999"
"771","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"772","Pretty happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"773","Pretty happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"774","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"775","Pretty happy","NOT TOO HAPPY","Fair","Worse","Not satisfied at all","$20000 TO 22499","20 000 to 39 999"
"776","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"777","Very happy",".i:  Inapplicable","Excellent","Better","Pretty well satisfied","$110000 TO $129999","90 000 to 170 000"
"778","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"779","Very happy","VERY HAPPY","Excellent","Worse","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"780","Very happy","VERY HAPPY","Excellent","Better","Pretty well satisfied","$90000 TO $109999","90 000 to 170 000"
"781","Not too happy","PRETTY HAPPY","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"782","Very happy","PRETTY HAPPY","Excellent","Stayed same","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"783","Not too happy","NOT TOO HAPPY","Excellent","Stayed same","More or less satisfied","$75000 TO $89999","40 000 to 89 999"
"784","Pretty happy","VERY HAPPY","Fair","Worse","Not satisfied at all","$75000 TO $89999","40 000 to 89 999"
"785","Not too happy","PRETTY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"786","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"787","Very happy",".i:  Inapplicable","Good","Better","Pretty well satisfied","$60000 TO 74999","40 000 to 89 999"
"788","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$130000 TO $149999","90 000 to 170 000"
"789","Not too happy","PRETTY HAPPY","Fair","Stayed same","Not satisfied at all","$90000 TO $109999","90 000 to 170 000"
"790","Very happy","VERY HAPPY","Good","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"791","Pretty happy","PRETTY HAPPY","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"792","Pretty happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$130000 TO $149999","90 000 to 170 000"
"793","Very happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"794","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$30000 TO 34999","20 000 to 39 999"
"795","Not too happy","VERY HAPPY","Good","Stayed same","More or less satisfied","$110000 TO $129999","90 000 to 170 000"
"796","Very happy",".i:  Inapplicable","Good","Worse","Pretty well satisfied","$75000 TO $89999","40 000 to 89 999"
"797","Pretty happy",".i:  Inapplicable","Fair","Worse","Not satisfied at all","$8 000 TO 9 999","0 to 9 999"
"798","Not too happy",".i:  Inapplicable","Poor","Stayed same","Not satisfied at all","$10000 TO 12499","10 000 to 19 999"
"799","Pretty happy",".i:  Inapplicable","Fair","Stayed same","Pretty well satisfied","UNDER $1 000","0 to 9 999"
"800","Pretty happy",".i:  Inapplicable","Good","Stayed same","More or less satisfied","$10000 TO 12499","10 000 to 19 999"
"801","Not too happy",".i:  Inapplicable","Poor","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"802","Not too happy",".i:  Inapplicable","Good","Worse","Not satisfied at all","$17500 TO 19999","10 000 to 19 999"
"803","Pretty happy","VERY HAPPY","Fair","Better","Pretty well satisfied","$170000 OR OVER","90 000 to 170 000"
"804","Pretty happy",".i:  Inapplicable","Good","Stayed same","Pretty well satisfied","$12500 TO 14999","10 000 to 19 999"
"805","Pretty happy",".i:  Inapplicable","Good","Better","More or less satisfied","$170000 OR OVER","90 000 to 170 000"
"806","Not too happy",".i:  Inapplicable","Excellent","Better","More or less satisfied","$90000 TO $109999","90 000 to 170 000"
